marine_site_name,marine_site_code,marine_sort_order,latitude,longitude,survey_rep,year,month,day,section,x_transect,location,point,final_classification,rank_final_classification,species_lump,min_rank_R_graph_classification,pc_point_type,tidal_elevation,y_planar,reference_type
Bodega,BML,5200,38.3181936,-123.07365,4,2010,7,11,2,30,35.6,1,mytilus californianus,1,Mytilus californianus,1,full_points,0.845,28.803436,GPS
Bodega,BML,5200,38.3181936,-123.07365,4,2010,7,11,2,30,36.8,1,mytilus californianus,1,Mytilus californianus,1,full_points,0.1325,29.769015,GPS
Bodega,BML,5200,38.3181936,-123.07365,4,2010,7,11,2,30,37.2,1,mytilus californianus,1,Mytilus californianus,1,full_points,-0.105,30.090874,GPS
Bodega,BML,5200,38.3181936,-123.07365,4,2010,7,11,2,30,37.6,1,mytilus californianus,1,Mytilus californianus,1,full_points,-0.0517,30.487307,GPS
Bodega,BML,5200,38.3181936,-123.07365,4,2010,7,11,2,30,38,1,mytilus californianus,1,Mytilus californianus,1,full_points,-0.185,30.805517,GPS
Bodega,BML,5200,38.3181936,-123.07365,4,2010,7,11,2,30,38.4,3,mytilus californianus,1,Mytilus californianus,1,full_points,-0.137,31.202626,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,5.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.80667,4.852501,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,5.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.88667,5.035804,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,7,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.80667,5.435304,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,7.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.81669,5.635053,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,8.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.58667,6.72918,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,8.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.18667,6.72918,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,8.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.14343,6.92445,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,9,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.10009,7.119698,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,9.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.05667,7.314927,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,10.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.19174,7.552412,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,10.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.86667,7.552412,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,10.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.93702,7.739631,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,10.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.00713,7.92694,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,11,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.07709,8.114305,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,11.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.14701,8.301684,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,11.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.21688,8.489083,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,11.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.28667,8.676511,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,11.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.22832,8.86781,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,12,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.16989,9.059085,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,12.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.11145,9.250356,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,12.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.93544,9.823959,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,13,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.87667,10.015129,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,13.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.67667,10.015129,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,13.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.73667,10.015129,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,13.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.84346,10.184232,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,13.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.95012,10.353417,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,14,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.05667,10.522672,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,14.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.02282,10.719786,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,14.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.98891,10.916891,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,14.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.95478,11.113957,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,14.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.92074,11.311039,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,15,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.88667,11.508116,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,15.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.76243,11.664846,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,15.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.63813,11.821529,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,15.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.51378,11.978172,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,15.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.38942,12.134807,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,16,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.265,12.291395,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,16.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.97834,12.291395,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,16.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.81978,12.39023,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,16.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.78927,12.587889,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,16.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.75875,12.785547,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,17,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.72836,12.983224,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,17.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.69773,13.180865,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,17.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.66711,13.378507,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,17.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.6367,13.57618,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,17.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.60583,13.773783,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,18,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.575,13.971393,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,18.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.39502,14.058612,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,18.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.21502,14.14579,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,0,18.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.035,14.232926,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,8,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.0466,6.680498,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,8.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.08667,6.876443,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,8.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.97667,7.043476,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,8.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.08667,7.210509,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,8.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.13445,7.404717,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,9,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.18235,7.598897,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,10.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.48667,8.372069,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,10.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.87667,8.372069,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,10.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.88667,8.372069,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,11,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.10667,8.372069,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,11.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.21671,8.539076,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,11.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.32667,8.706135,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,11.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.34343,8.905431,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,11.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.36014,9.104732,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,12,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.37667,9.304048,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,12.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.36674,9.503801,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,12.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.35667,9.703547,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,12.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.29667,9.894335,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,13.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.94068,10.260582,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,14.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.55667,10.963391,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,14.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.69667,11.10622,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,15,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.61667,11.289523,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,15.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.06667,11.351973,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,15.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.14164,11.53739,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,16,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.21667,11.722782,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,16.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.24166,11.921215,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,16.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.22665,12.3156,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,16.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.18665,12.511559,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,17,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.14667,12.707523,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,17.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.12665,12.906518,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,17.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.10663,13.105514,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,17.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.08659,13.304507,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,18,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.04667,13.70251,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,18.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.02672,13.901512,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,18.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.00668,14.100506,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,19,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.90667,14.689288,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,19.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.8067,14.86251,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,19.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.70669,15.035709,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,19.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.60667,15.208903,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,19.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.62005,15.408455,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,3,20,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.6334,15.608009,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,4.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.75667,4.311849,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,4.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.20667,4.311849,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,9.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.39878,8.810262,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,9.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.37484,9.409783,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,10.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.23168,9.706438,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,10.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.92667,9.803266,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,10.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.12667,9.803266,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,11,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.23667,10.187843,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,11.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.20667,10.385581,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,11.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.94667,10.385581,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,12,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.17667,10.385581,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,12.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.22911,10.983285,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,12.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.24667,11.182512,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,13,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.2126,11.379589,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,13.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.17877,11.576707,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,13.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.14486,11.773811,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,13.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.11081,11.970891,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,13.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.07667,12.167955,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,14,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.91667,12.287955,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,14.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.86667,12.481605,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,14.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.88005,12.871873,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,14.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.84341,13.068488,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,15,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.80667,13.265084,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,15.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.74679,13.45591,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,15.4,1,postelsia palmaeformis,2,Postelsia palmaeformis,2,first_points,1.68667,13.64666,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,15.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.58352,13.818008,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,15.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.48005,13.989162,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,16,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.37667,14.160371,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,16.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.15653,14.160371,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,16.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.93648,14.160371,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,16.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.49653,14.160371,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,17,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.27667,14.160371,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,17.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,-0.2033,14.160371,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,17.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,-0.2033,14.360371,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,18.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.44667,14.74767,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,18.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.55667,14.914703,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,18.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.68667,15.066689,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,19,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.76667,15.438892,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,19.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.84339,15.623592,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,19.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.92007,15.808308,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,19.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.99667,15.993058,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,19.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.97667,16.192055,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,20,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.84667,16.344042,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,6,21,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.66282,17.326993,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,5.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.26167,3.52644,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,5.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.4644,4.022302,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,8,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.3439,5.902159,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,10.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.33697,8.248294,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,10.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.34177,8.448236,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,11,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.34667,8.648176,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,11.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.32066,8.846477,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,11.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.29465,9.044779,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,11.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.26862,9.243078,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,11.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.24258,9.441375,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,12,1,mytilus californianus,1,Mytilus californianus,1,first_points,2.21667,9.63969,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,12.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.95039,10.177365,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,12.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.86185,10.356699,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,13.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.05667,10.894918,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,13.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,0.75667,10.894918,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,14.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.8116,11.07599,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,14.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.89667,11.256995,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,14.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.87655,11.455981,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,14.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.85658,11.654981,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,15,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.83667,11.853988,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,15.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.79663,12.251979,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,16.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.86273,13.234841,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,16.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.85083,13.434486,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,16.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.83885,13.634127,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,17,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.82667,13.833756,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,17.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.69995,14.33001,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,18.4,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.444,15.067514,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,18.6,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.35145,15.244812,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,18.8,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.25904,15.422183,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,19,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.16667,15.599574,GPS
Bodega,BML,5200,38.3181936,-123.07365,5,2012,11,13,1,9,19.2,1,mytilus californianus,1,Mytilus californianus,1,first_points,1.07166,15.775566,GPS
